id,label,taxa_string,relative_abundance,prevalence,level
c6d30d1c-c579-568a-af30-53ac243de203,g__Actinomyces,d__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces,0.0186380202279404,1.0,L7
9fe40679-4ddb-58df-a708-9b44ecf77c60,s__Actinomyces gaoshouyii,d__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces gaoshouyii,0.000141378263348,0.9821428571428572,L8
9a05a7e0-7e2b-56de-97ab-832f8a680ec2,s__Actinomyces israelii,d__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces israelii,0.0001643573183986,0.9642857142857144,L8
00a4c21d-a9dd-5708-b5d8-a4d01c0f81d8,s__Actinomyces pacaensis,d__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces pacaensis,0.000406836275671,1.0,L8
fad11cc1-3332-552a-bfa9-28218e50d350,s__Actinomyces qiguomingii,d__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces qiguomingii,0.000192634986579,1.0,L8
9e8ad027-d487-5d94-99b6-1ddd5aa59f46,s__Actinomyces slackii,d__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces slackii,0.0005342245654525,1.0,L8
a2019778-5a50-5347-8ff5-bc2392358f7c,s__Actinomyces radicidentis,d__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces radicidentis,0.000444479797043,1.0,L8
cafc915f-a93b-52d0-8a73-4b69d5a04f30,s__Actinomyces howellii,d__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces howellii,0.0004474797413307,1.0,L8
7d7fc76f-0244-5ffe-8871-cc89eb752bce,s__Actinomyces viscosus,d__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces viscosus,0.0062452590902303,1.0,L8
f2a73693-2b5d-5ff9-be39-0ca5eac1c019,s__Actinomyces naeslundii,d__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces naeslundii,0.0112644510876907,1.0,L8
2d967f4d-ee09-54f7-b203-1016750679cb,s__Actinomyces oris,d__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces oris,0.0131957805516482,1.0,L8
396effc8-68c8-598f-ade4-3f85eac3851f,s__Actinomyces sp. 2129,d__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces sp. 2129,0.0001689008723733,1.0,L8
7aea8ce0-d423-59dc-a06f-b964d37fe46e,s__Actinomyces sp. zg-325,d__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces sp. zg-325,0.000188123111456,1.0,L8
7814bd4d-c4a5-52af-bc2c-7793230c688b,s__Actinomyces sp. 299,d__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces sp. 299,0.0001936934654549,1.0,L8
e571070c-bd90-520d-8583-ba27f037ba30,s__Actinomyces sp. 432,d__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces sp. 432,0.0001854913634117,0.9821428571428572,L8
85967454-3711-58cb-af4f-912ccda7f019,s__Actinomyces sp. dk561,d__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces sp. dk561,0.0002475255403473,1.0,L8
d8617593-85bb-51f3-b578-7fcc5b5965ad,s__Actinomyces sp. Chiba101,d__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces sp. Chiba101,0.0002893192295085,1.0,L8
130a79be-0455-549c-98ac-4368f45f6e98,s__Actinomyces sp. Z16,d__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces sp. Z16,0.000234258231458,0.9821428571428572,L8
78f4c95d-e297-560b-a701-c856cb243561,s__Actinomyces sp. oral taxon 897,d__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces sp. oral taxon 897,0.0043565624182654,1.0,L8
af6e7aca-2314-5996-a8f6-b05467022fdc,s__Actinomyces sp. oral taxon 414,d__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces sp. oral taxon 414,0.0050283771495895,1.0,L8
2d4fcc7e-edf8-5013-bf36-207a7fff6e1e,t__Actinomyces sp. oral taxon 171 str. F0337,d__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces sp. oral taxon 171;t__Actinomyces sp. oral taxon 171 str. F0337,0.0145621617541151,1.0,L9
acb10dc6-e433-5b70-a1b8-87bfef786ca1,t__Actinomyces sp. oral taxon 848 str. F0332,d__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces sp. oral taxon 848;t__Actinomyces sp. oral taxon 848 str. F0332,0.0031903894034746,1.0,L9
26fe328c-e9a4-500d-8052-31338f9d125b,p__Firmicutes,d__Bacteria;k__;p__Firmicutes,0.0008173099248632,1.0,L3
